사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
2020-01,수인선,1882,호구포,0,0,1450,820,2997,4448,5634,15812,7286,15604,4358,4183,4023,2838,4155,2985,4909,3350,5112,3609,4854,3952,4745,4442,5190,5057,12134,6163,14927,7840,5559,6055,5587,3879,3871,3704,2113,3010,1286,2149,188,611,0,0,0,0,0,0
2020-01,수인선,1883,남동인더스파크,0,0,343,663,765,3206,1007,15481,1656,18042,1221,3135,1150,1510,1567,1482,1712,1319,1898,1519,2129,1346,3088,1105,3417,1057,10147,1434,12461,1828,4784,2059,3645,1261,2147,928,730,559,249,410,42,152,0,0,0,0,0,0
2020-01,수인선,1884,원인재,18,3,2884,598,6083,2356,12907,4079,14636,5994,8591,4345,6867,4308,7120,4644,7247,5521,7883,6511,6944,6716,6741,7580,6968,8972,7714,11323,8124,15627,4739,11297,3987,8679,3704,8347,2787,6953,1688,4757,267,1650,0,0,0,0,0,0
2020-01,수인선,1885,연수,1,0,2045,853,5054,2175,12599,3618,12281,10408,7017,7188,6346,6574,6758,7061,7579,6753,8733,7926,8207,7507,8272,7997,8400,9418,9460,11641,12760,18038,6567,11816,5798,8415,6110,6427,5292,5454,3258,3827,575,966,0,0,0,0,0,0
2020-01,수인선,1886,송도,1,0,1522,234,3285,1061,8607,1768,9151,3129,4864,2466,4154,2523,4464,3104,5273,3380,5212,3567,4686,3779,4326,4885,4432,5733,4614,6622,4711,8979,2639,5834,1706,3903,1483,3890,1086,3527,508,2870,64,662,0,0,0,0,0,0
2020-01,수인선,1888,인하대,1,0,2196,448,7149,2597,17701,3724,15294,9997,7490,6552,6535,4387,7188,4987,7493,6892,7719,7283,7528,6902,8124,7793,10253,9092,11388,12330,10066,18489,5756,10954,4448,7287,4289,7133,3921,7124,2617,3540,82,1278,0,0,0,0,0,0
2020-01,수인선,1889,숭의,11,2,2443,704,4538,2655,10791,7130,9709,10560,5592,4652,5141,4084,5524,3779,6075,4412,5766,5259,5653,4760,6104,5234,6486,5888,9115,7026,10176,9690,4299,6578,2755,4540,2292,4403,1674,3845,918,2171,17,750,0,0,0,0,0,0
2020-01,수인선,1890,신포,3,0,1033,164,1178,1042,2450,2689,2363,7379,1499,3154,1727,2997,2113,2735,2935,3425,3073,3521,3253,3310,3480,3216,3913,3213,4643,3534,6829,4431,2940,2699,2386,1675,2285,1331,1492,1217,819,593,3,255,0,0,0,0,0,0
2020-01,수인선,1891,인천,70,2,421,102,732,1046,1832,2235,1931,3562,1360,1779,1556,2379,1512,3736,1839,4495,2107,4675,2295,3993,2724,4342,3284,3812,3249,3390,2641,4010,1558,2566,1216,1947,946,1847,371,1406,109,931,6,332,0,0,1,0,0,0
2020-01,경강선,1501,판교,7,0,554,10,1475,4866,3815,10499,2915,26899,2087,21461,1925,8901,2654,7610,3388,5660,4031,5132,4980,4824,7194,4232,7626,4528,11905,5501,22885,5033,16880,3932,14499,1739,10267,1620,5632,1165,1808,641,0,252,0,0,0,0,0,0
2020-01,경강선,1502,이매,7,0,523,18,1230,738,3374,1586,3350,3000,1871,1918,1618,1325,1604,974,1886,1145,1549,1462,1753,1273,2257,1445,1872,1461,2147,1735,2330,2654,1507,2302,1204,1322,1142,1039,1282,856,346,444,11,97,0,0,0,0,0,0
2020-01,경강선,1503,삼동,0,0,961,89,3518,821,9959,1824,12523,2145,7223,982,4134,898,2970,1284,3116,1406,3116,1668,2360,2187,2186,2479,2209,3962,2934,4947,2873,7534,1343,8027,912,4957,676,4597,392,3830,126,1916,4,29,0,0,0,0,0,0
2020-01,경강선,1504,경기광주,0,0,1934,283,10491,2014,30362,4302,35383,6658,19593,4379,13569,4001,12094,4699,11967,5655,10766,6541,9098,7632,8578,9823,9164,12627,9745,16049,9218,29055,4567,27451,3185,18337,2681,15123,1649,10058,704,8207,0,60,0,0,0,0,0,0
2020-01,경강선,1505,초월,0,0,1096,48,3984,860,10459,3044,11947,4260,7499,1710,5163,1700,4586,1662,4333,2091,3909,2592,3311,2825,3351,3309,3761,4590,4548,5147,4992,9507,2103,8645,1483,7697,1093,4875,545,5159,208,4273,0,0,0,0,0,0,0,0
2020-01,경강선,1506,곤지암,2,0,581,99,1814,917,5423,4241,5136,5097,4574,2167,3475,2172,4276,2048,3577,2689,3470,2611,3128,2740,3295,3277,3637,3828,5607,4054,6363,5228,2744,5490,1620,3261,1062,3585,551,2555,278,2017,0,0,0,0,0,0,0,0
2020-01,경강선,1507,신둔도예촌,0,0,481,72,1658,307,3955,1675,3697,2910,2582,1085,2448,689,2060,1061,2021,1300,1863,1263,1509,1236,1593,1656,1834,1834,3641,2625,2714,3092,1110,3403,786,2224,599,2385,254,1833,118,1610,0,0,0,0,0,0,0,0
2020-01,경강선,1508,이천,9,0,808,32,2476,867,6835,4178,7280,6623,5505,4099,5363,3286,5199,4270,5182,4286,4968,4544,4708,4463,4852,5246,5113,5886,5476,6610,7278,7926,4025,7789,3136,6328,2879,3714,1471,4488,485,2385,0,826,0,0,0,0,0,0
2020-01,경강선,1509,부발,1,0,527,27,2031,1119,4371,3795,4470,4203,3686,1724,3292,1536,3302,1769,3581,1673,2851,2127,2806,2248,3191,2272,3496,3088,5154,3832,5830,3765,2236,4865,1918,3666,1447,2942,925,3047,389,2251,1,1297,0,0,0,0,0,0
2020-01,경강선,1510,세종대왕릉,0,0,168,4,400,63,744,372,1058,465,778,342,771,308,648,415,606,484,554,399,559,722,578,604,587,693,620,663,644,613,230,1040,157,513,104,497,47,263,18,370,2,112,0,0,0,0,0,0
2020-01,경강선,1511,여주,2,0,1127,6,2496,411,5446,1713,5182,2122,4151,2575,4692,2295,4137,2840,4171,3693,4107,3357,4198,3598,4495,3686,4372,4968,3830,4408,3191,4613,2582,6410,1777,4547,1217,2641,609,2535,180,2695,1,1096,0,0,0,0,0,0
2020-01,5호선,2511,방화,2,0,4959,2,10191,3667,28032,4100,26758,11746,14788,7556,12048,5964,11178,5886,12867,7542,12024,8157,10341,8908,10238,10712,10735,12558,11377,14124,12103,20672,5853,21839,4231,14179,3385,12637,2490,12898,1046,7999,209,3115,5,320,0,3,0,0
2020-01,5호선,2512,개화산,3,0,3676,295,6421,4297,20186,5582,19659,17835,10813,6479,7924,4880,7944,5558,8408,6634,8430,6744,7882,7150,7601,7764,8427,8868,11673,10142,16648,15427,7223,15040,4704,9483,3630,9535,3550,8944,975,5358,118,2373,2,128,0,2,0,0
2020-01,5호선,2513,김포공항,12,0,562,2941,1866,10098,5567,15097,7515,18992,8641,12641,7526,14031,10785,16537,11389,18281,13818,18646,16559,18189,19139,17512,18438,18145,23681,17929,33054,17678,21290,11525,17841,5611,15842,3399,14781,2187,4926,1169,376,600,3,12,0,2,0,0
2020-01,5호선,2514,송정,86,1,3925,1268,7902,4677,21547,7106,23841,12736,15575,7634,12592,7177,11579,7742,11454,8615,11247,9242,10844,10342,11081,11536,12153,12734,14304,15422,16803,20691,9348,19274,6804,12637,6593,10660,5232,11004,2847,7251,435,2404,7,19,0,1,0,0
2020-01,5호선,2515,마곡,0,0,1924,1515,5612,5693,21454,9058,21734,29707,10645,15456,8420,6932,7744,5605,8369,6365,8708,7751,8893,7463,9970,8234,13125,9305,19303,10718,24733,16444,10786,15791,7316,8660,5926,7970,3959,8445,2074,5238,296,2102,4,5,0,0,0,0
2020-01,5호선,2516,발산,0,0,3467,2241,9107,14694,26473,27609,28441,94757,16615,51414,16046,26198,18909,25672,23215,27122,26343,27849,28050,26297,34513,25085,39711,27802,57536,33346,78499,49347,39775,40688,32303,19995,32312,15919,25311,14125,11211,8280,1366,3134,9,16,0,0,0,0
2020-01,5호선,2517,우장산,0,0,5581,988,19585,4265,54917,8529,59649,18635,32097,15755,25003,14121,25469,14733,27550,17595,25786,19681,22645,22234,22528,25406,23224,28337,24347,33526,21418,52855,13030,48770,9747,28657,8752,25850,6724,26597,2747,16290,380,4650,2,37,0,0,0,0
2020-01,5호선,2518,화곡,152,0,20885,1693,37958,9511,113616,12780,149665,27989,74777,26460,47782,19881,44939,21775,45393,24051,43913,28922,38588,31957,36018,40598,36986,49785,39779,65439,42395,116004,25765,103017,18796,63260,16740,55690,13841,52251,6516,33100,869,9743,16,64,0,0,0,0
2020-01,5호선,2519,까치산,137,0,21281,1236,39030,9040,122468,10287,158260,22282,81937,19832,51430,19641,45523,22179,47783,26733,44124,30779,39009,35501,35824,45109,36092,55798,36452,68224,37030,117658,23945,111238,18462,69730,15456,63371,13142,57032,6381,37304,1052,10646,18,580,0,5,0,0
2020-01,5호선,2520,신정(은행정),39,0,10245,836,19897,4519,60175,6681,81092,12831,37914,9366,21901,8245,18843,7980,18586,9800,18278,10608,15028,12372,13642,16154,14896,19613,16649,24998,17895,41859,10025,36743,6969,23734,5737,22306,5450,21395,2023,14937,328,4178,3,36,0,0,0,0
2020-01,5호선,2521,목동,1,0,7388,1495,19136,6350,60038,12359,78058,29391,36363,23915,26187,18003,25116,16509,26857,19613,26356,24477,24340,25779,25117,28833,26383,33078,29991,42968,34650,80230,19545,66082,15297,36679,14869,32879,14746,31563,6205,20112,910,6122,10,41,0,0,0,0
2020-01,5호선,2522,오목교(목동운동장앞),12,0,4751,1812,14336,8598,46739,23918,59883,77999,30578,59455,24122,36182,27263,34739,30762,37740,33693,42173,35292,39309,39352,39331,45651,44543,54295,54466,81377,86063,44633,61710,46121,32000,35118,27418,34600,26033,12066,16381,1555,4620,9,39,0,0,0,0
2020-01,5호선,2523,양평,1,0,2055,832,5837,3218,20580,7931,26705,37710,11039,15388,7401,6274,7084,5721,7754,5756,8069,6277,7630,6402,8093,7231,8892,8170,13508,10534,32202,20097,10464,16200,6322,9306,5227,8872,4048,9002,1794,5343,217,1751,0,14,0,0,0,0
2020-01,5호선,2524,영등포구청,2,0,1007,495,1937,1733,6556,4266,10991,20587,4967,10178,3768,4897,4295,4139,4770,3979,5006,4600,5036,4705,5845,4945,6244,4901,8047,5709,16379,10221,7227,6456,4122,3967,3842,3701,2847,3343,1427,2075,245,579,5,2,0,0,0,0
2020-01,5호선,2525,영등포시장,5,0,2873,873,5069,5438,17170,11973,26952,36498,12344,21513,10083,15890,11358,15962,12355,18530,13816,23293,15128,20506,18520,16390,24210,15339,28492,17560,38081,27676,18115,18546,12880,10540,10553,9953,8435,9257,3780,6061,595,1438,5,20,0,0,0,0
2020-01,5호선,2526,신길,34,0,1993,489,2927,2173,10083,4352,16807,15951,6722,6767,3946,2820,3425,2724,3858,3082,4146,3934,3181,3536,3780,3840,4418,4694,6284,7481,13166,14002,4636,8934,2911,6570,2893,6598,2161,6692,1259,4533,168,1101,1,8,0,0,0,0
2020-01,5호선,2527,여의도,8,0,2233,2405,4185,24688,9054,125374,14314,221708,11630,72970,11005,27066,17063,25744,16378,23489,21570,26295,24845,21605,31701,20445,40311,21067,104358,24651,177614,34846,64399,18833,45208,10003,44720,8171,31289,7147,10606,4500,1431,2563,7,11,0,10,0,0
2020-01,5호선,2528,여의나루,1,0,956,1398,2490,12563,4817,24174,8770,58492,5125,16214,4458,8497,5680,7071,7313,7695,7849,8647,9350,8419,11075,8259,15895,9174,31491,9532,47116,11408,16632,8153,11493,5563,10560,3973,6077,3275,1930,2088,203,719,0,13,0,0,0,0
2020-01,5호선,2529,마포,17,0,2562,1106,7586,6978,23628,20721,38461,72286,19281,35691,15335,17143,16400,16012,17605,15048,20023,17152,19150,16171,20021,16682,21746,19296,31228,26816,59994,46220,24692,29507,19246,16826,21674,14738,15890,13535,7326,8804,1029,2582,5,16,0,3,0,0
2020-01,5호선,2530,공덕,8,1,1935,812,4812,7032,18222,25508,31047,84682,14533,38709,12222,16920,14507,16670,16547,15468,18527,16176,18087,15645,18813,16309,22611,18241,36542,25504,68486,46962,27263,26589,20318,14317,21128,12774,17086,11361,7792,7295,1160,2068,2,13,0,0,0,0
2020-01,5호선,2531,애오개,8,0,1885,521,5182,3318,17689,7363,28344,30483,13160,13392,9242,8418,9620,7100,9854,7220,11063,8895,10252,8841,10951,9611,10367,10280,14021,12820,24576,23292,9226,16031,6636,10038,5331,9198,4304,9226,1744,5512,207,2746,2,437,0,5,0,0
2020-01,5호선,2532,충정로(경기대입구),12,0,987,333,1883,1859,5067,5979,7321,36362,4641,16621,4106,4670,4253,3875,4902,3940,5300,4513,5928,4414,5989,4460,6345,4491,10529,5746,32060,9022,9112,5834,5908,3727,5228,3779,3517,3796,1384,2386,222,642,2,73,0,0,0,0
2020-01,5호선,2533,서대문,10,0,2571,1527,5907,21900,16251,48406,23300,151564,16534,42686,15474,23633,18977,19708,20542,19295,21618,23442,24158,19859,27979,16964,35807,16755,51809,19967,111028,27977,34953,18070,26099,11586,24053,10904,16533,9844,6794,5633,779,1733,2,59,0,0,0,0
2020-01,5호선,2534,광화문(세종문화회관),9,1,1146,703,3240,22903,9362,79108,14883,301296,13512,110564,14966,59969,22322,60797,30472,59006,44320,65845,52589,57911,69639,45665,85745,40466,115082,41727,235118,52079,91769,28161,67412,11614,73502,8159,47359,6150,17439,3526,2245,1077,3,15,0,0,0,0
2020-01,5호선,2535,종로3가,12,1,1633,503,2348,5333,3527,13769,5019,44544,6487,44401,9111,32442,13533,36926,21055,40743,27161,40207,30781,35758,37538,31382,43862,29615,51584,29108,67829,33999,43202,19755,35985,9774,38721,7115,32181,6106,14702,4183,1853,1468,29,38,0,0,0,0
2020-01,5호선,2536,을지로4가,3,0,404,298,687,5002,1307,13406,2030,41367,2545,19512,3546,12318,5191,10972,5982,10418,7799,9922,9760,9695,11335,7991,12634,7220,20339,5852,34612,5363,17092,3096,9318,1680,7600,1356,5122,1059,2454,737,370,220,0,5,0,0,0,0
2020-01,5호선,2537,동대문역사문화공원,0,0,244,287,612,2854,1108,8685,1600,35522,2030,10716,2266,3978,3098,3534,2264,3077,2491,3569,3028,3361,3830,2861,4357,2713,10051,3323,21896,3433,9112,2212,4684,1618,3808,1578,2855,1462,1237,1091,232,260,1,6,0,0,0,0
2020-01,5호선,2538,청구,2,0,1380,273,2620,1739,6014,3562,11304,14709,7472,8578,5625,4073,6822,4017,6447,4452,6459,4862,6353,4942,6264,5763,6490,5852,8449,7315,13471,10638,8431,8440,5134,5129,4471,4661,3437,4672,1626,3388,345,1040,2,13,0,0,0,0
2020-01,5호선,2539,신금호,11,0,2563,347,6092,2388,20257,5033,29818,10736,15676,7991,10185,6369,9482,5825,10287,6759,9985,7937,8538,8304,8428,10337,9775,11745,9823,15096,10498,25154,7100,19054,5146,11026,4304,10645,3295,10293,1512,6815,258,2328,1,22,0,1,0,0
2020-01,5호선,2540,행당,4,0,3977,865,10435,2411,29820,5136,46153,8466,22936,7048,14113,5604,12987,6570,13220,8157,13052,8796,11005,9500,10561,11286,10087,13672,10940,18160,11321,31937,7000,24354,5071,14358,4349,13850,3585,13804,1371,7822,195,2429,4,15,0,2,0,0
2020-01,5호선,2541,왕십리(성동구청),14,1,1800,357,2285,2379,5389,5157,9483,17684,5633,9399,4848,6748,5663,7519,6220,8427,7025,9315,7611,9257,8358,9407,9271,9971,10836,12113,15241,19378,9362,12432,8457,6396,9655,5413,7816,4775,3911,3338,599,1861,13,290,0,7,0,0
2020-01,5호선,2542,마장,2,0,2499,605,5067,3586,14579,6291,21667,15365,11877,9863,9292,9347,9586,9042,11279,9309,10595,8969,10825,8312,10396,8666,10492,9423,11342,12110,13681,19047,8312,14354,6194,8278,5845,7422,4624,7258,1821,4689,247,1541,5,61,0,0,0,0
2020-01,5호선,2543,답십리,15,0,8303,919,16039,6905,51154,11903,79778,34734,36499,17485,23136,13423,20718,13759,22089,15698,22525,18289,20564,18757,21189,20837,22705,24198,27722,31944,36078,55929,19368,45504,12749,25698,11466,24395,8139,24122,3766,15871,494,4585,4,59,0,4,0,0
2020-01,5호선,2544,장한평,19,1,6169,1054,15116,10669,46089,19755,69605,64588,35522,29635,23818,20574,20771,21944,23080,21898,23691,26433,23328,24054,26032,24215,32687,27603,39459,34430,64687,57390,33500,47411,16726,28127,13720,25655,11127,23819,5212,15333,687,4670,7,108,0,4,0,0
2020-01,5호선,2545,군자(능동),44,0,6544,637,10654,6111,30319,6761,50766,22107,21755,15674,13691,11317,12954,11338,14714,13048,15710,14706,14155,15710,13892,17921,16216,20593,19073,28570,24251,49573,15376,38829,11682,21319,11878,19749,10785,19202,5756,13031,1010,5999,19,1299,0,14,0,0
2020-01,5호선,2546,아차산(어린이대공원후문),5,0,7945,1605,14382,7750,39640,9377,62484,21049,33013,18817,21844,18360,20499,16777,23651,18329,25056,19707,23876,19312,23407,22180,24169,25939,24934,31575,27088,50532,16186,41944,11430,24951,10528,22417,7673,21400,3237,13369,449,4085,9,30,0,0,0,0
2020-01,5호선,2547,광나루(장신대),14,0,4869,1769,14803,8024,37989,12167,49788,29314,28033,20714,20537,17379,19654,14671,21299,15678,22234,17454,20706,16848,21292,18681,22931,21847,24199,25507,32844,39398,16475,30476,15074,20002,11985,18418,10248,17303,3534,11316,493,2844,3,12,0,0,0,0
2020-01,5호선,2548,천호(풍납토성),46,2,6653,1532,10127,11279,26176,18264,34604,35107,23035,37537,22481,27701,26535,30094,31013,30931,32828,34372,33786,35750,38474,37268,41928,39891,48041,46868,57673,64930,41115,53207,37932,28755,28789,25482,24599,21982,12508,14007,2124,4832,21,48,0,1,0,0
2020-01,5호선,2549,강동,45,0,11238,1121,20525,11657,60239,24271,79515,40206,43140,25992,30795,19116,29199,18311,30761,19471,29694,23454,27428,25281,29121,27511,31706,30969,43932,36948,48531,54978,26790,48236,17875,31024,15020,28324,11126,28481,4624,18812,707,7172,4,45,0,0,0,0
2020-01,5호선,2550,길동,22,1,4164,409,7617,3414,20162,5489,26765,14994,14865,11628,12282,9860,11964,9257,12814,10348,13698,11773,12537,12506,12336,14008,12589,15949,14473,18858,15687,27712,8749,24018,6938,13829,5819,10722,4625,10132,1915,6517,272,2182,2,16,0,0,0,0
2020-01,5호선,2551,굽은다리(강동구민회관앞),0,0,5635,452,11432,2795,33698,5168,39336,12171,21465,9306,15006,8380,14263,9255,15716,10475,16054,11640,13821,12231,13431,14971,13604,17150,15222,21966,16271,30951,9092,32395,7626,16948,7255,15790,5674,16627,1667,10168,350,3433,1,14,0,7,0,0
2020-01,5호선,2552,명일,2,0,4123,525,11971,2456,36519,4619,35432,9525,17700,8638,15068,8639,14569,8758,15685,9045,14500,10811,12396,12566,12254,14218,12809,17174,12901,20834,11899,33783,6657,35677,5329,16579,5404,15587,3288,15564,1315,9167,251,3181,2,25,0,5,0,0
2020-01,5호선,2553,고덕,1,0,3290,1308,11917,4721,32779,8924,28963,16009,16396,12369,14105,10694,14926,10911,17171,11136,15445,13540,15245,13651,16341,13635,17168,15154,18762,17275,15914,31287,8509,29536,6797,16330,6142,14055,6102,13623,2069,8917,312,2705,1,237,0,1,0,0
2020-01,5호선,2554,상일동,7,0,7003,1109,23031,10080,86020,12075,66322,18608,32413,10602,23717,8568,21108,10007,20841,11775,19527,12929,17680,14323,18195,17582,23670,20978,28480,25769,23047,44423,10080,53107,6641,29192,5009,25954,3107,23050,1296,19042,157,4409,1,1468,0,13,0,0
2020-01,5호선,2555,둔촌동,2,0,3455,555,8052,4701,23077,7803,27579,20487,15913,14384,12321,10324,12530,10661,14559,11326,14884,12420,14070,12751,13780,14896,14824,16989,17820,20771,21290,30194,11932,24569,8399,13615,9111,11248,6746,11389,2502,7311,325,1662,2,10,0,0,0,0
2020-01,5호선,2556,올림픽공원(한국체대),2,0,833,899,4661,3599,10853,5040,11447,9819,7698,6345,6404,4582,7153,5241,7271,5994,7062,6346,6993,6026,7698,6274,8647,6818,10357,7350,9985,9097,5133,8055,3786,5185,2995,4575,2734,4248,814,3269,85,780,0,4,0,0,0,0
2020-01,5호선,2557,방이,0,0,2404,847,6856,3226,17669,7868,18431,23670,11461,13169,9599,9570,9607,8125,11051,10683,11480,12491,10758,10891,11730,11461,12073,13086,14985,17287,21943,22302,11227,19306,9241,10630,11068,9428,11811,8189,2387,6137,277,2053,1,15,0,0,0,0
2020-01,5호선,2558,오금,4,0,1114,467,2917,2259,8547,5366,9013,18184,5741,6766,4272,3972,4738,3183,4999,3638,5366,3879,4963,3906,5339,4519,5557,4855,7501,5892,14680,8071,4965,7741,3654,4425,3121,3898,2609,4277,892,3092,105,1252,1,4,0,0,0,0
2020-01,5호선,2559,개롱,0,0,3568,824,7510,2823,24599,6425,23881,15833,13356,8361,10479,6848,9920,6166,12188,7633,10836,8698,9259,9089,9987,10762,10124,12382,12151,15815,14748,21815,7071,21722,5274,11600,4665,11332,3338,12260,1301,6915,129,2876,1,23,0,0,0,0
2020-01,5호선,2560,거여,0,0,4415,749,9199,5648,30601,6014,30095,15034,16950,8647,12786,6735,11607,6337,12577,7882,11844,9207,10787,9295,10762,11210,12762,13144,14557,16377,14447,23217,6725,22404,5237,13287,4519,12139,2946,12542,1160,7237,215,2921,2,24,0,0,0,0
2020-01,5호선,2561,마천,2,0,5170,167,7853,4347,19723,3832,19876,9575,11726,6594,8785,6227,8149,5560,8962,6337,8682,6459,7550,7013,7406,8278,8280,10269,9366,12012,8786,15514,3981,16338,2766,9276,2503,8535,1578,8595,594,5580,104,2521,0,36,0,0,0,0
2020-01,6호선,2611,응암,7,1,10065,1408,21411,5999,65334,8051,87580,16769,45380,13706,29509,12795,27405,14915,28377,17383,28569,20455,24695,21782,23566,28029,24411,32351,25043,42087,24765,68875,15036,64421,11264,39516,9887,33046,7871,33870,3937,23419,558,7665,3,55,0,0,0,0
2020-01,6호선,2612,역촌,3,0,1927,234,5154,1873,14817,2800,17547,8374,9538,4795,6477,4436,5655,4570,6601,5371,7009,5574,6254,5990,5643,6472,5667,8433,6499,10287,6218,16029,3407,14648,2489,7969,2192,8058,1645,7490,769,5429,122,1728,0,12,0,0,0,0
2020-01,6호선,2613,불광,35,0,1324,344,3148,1838,10072,2567,12493,7384,6914,7622,5733,6042,6526,6733,7781,7509,9126,7959,9729,8568,10881,9026,11829,9531,12167,10877,12047,16084,7566,12910,6058,7173,5644,6161,3767,6174,1576,4344,197,1353,0,7,0,0,0,0
2020-01,6호선,2614,독바위,1,0,1875,169,4076,1077,12377,1432,13931,2562,7161,3272,4753,3762,4311,3293,4684,2987,4678,3325,4048,3620,4057,4324,3836,5285,3705,6591,3232,10821,2120,10786,1319,6746,1140,5931,778,6045,525,4652,110,1613,0,8,0,0,0,0
2020-01,6호선,2615,연신내,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,2,0,2,0,1,0,2,0,0,0,2,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2020-01,6호선,2616,구산,2,0,4974,211,9510,2079,26977,4890,34910,6576,18957,5808,12905,5845,12728,6108,13641,7435,12700,7577,10702,9252,10653,10069,10898,12363,11249,14270,10238,18559,6463,19938,4518,11300,4208,9491,3959,8922,1555,6152,260,2095,1,13,0,0,0,0
2020-01,6호선,2617,새절(신사),4,0,9174,739,18283,4379,51564,6253,64868,14024,33164,10510,22660,9367,20053,10414,21360,13167,20146,14587,17535,16350,16942,19771,17933,23782,18265,28940,17933,48743,11202,43756,7774,27443,6767,24156,5284,24757,2501,16915,420,4759,8,1430,0,3,0,0
2020-01,6호선,2618,증산(명지대앞),9,0,6783,786,13232,3419,37575,5250,49182,10466,27072,7573,18298,7621,16068,7821,16828,10154,16451,11381,14272,12868,13162,15523,13609,20711,14910,22942,15071,38795,9215,35558,6697,20778,5314,21162,4433,19763,2202,12695,452,4118,3,635,0,0,0,0
2020-01,6호선,2619,디지털미디어시티,50,4,5253,2468,12391,10022,38286,27980,47793,75573,25155,31082,16422,12414,15013,10827,15164,11888,15343,13949,14512,13515,15966,15259,18812,18386,30156,23939,52858,39047,24185,32216,12178,19533,10316,19310,7980,18223,4144,11451,871,4988,7,396,0,23,0,0
2020-01,6호선,2620,월드컵경기장(성산),1,0,1070,1052,2388,3473,7925,4562,11935,9760,6354,7813,5639,7515,6615,8976,7292,10313,8618,11808,10250,12050,12435,11799,13999,10377,13017,10869,12708,13411,6843,10776,5756,6465,7226,5198,5390,4242,1580,2727,449,865,3,22,0,0,0,0
2020-01,6호선,2621,마포구청,16,0,6001,1842,12290,6864,35221,13705,54476,36505,33450,19355,22615,13906,21073,13365,21249,16474,22200,17556,19994,17132,21158,19055,22061,21435,25223,24202,39336,39168,18556,32500,12819,21988,12836,19698,9898,19498,4406,13842,737,3917,6,61,0,0,0,0
2020-01,6호선,2622,망원,8,0,4983,1055,8816,4432,24227,7591,39909,31465,25559,28810,18935,20862,18985,20822,21949,27977,23542,29289,22779,30732,24658,30179,26711,34820,29856,36221,39937,49018,26492,39898,20828,20865,20990,17661,18033,16363,8457,12257,1559,3105,7,44,0,0,0,0
2020-01,6호선,2623,합정,14,0,3673,1350,5782,7264,12458,15098,22604,45022,15423,24727,12701,17479,13901,17765,17238,20924,18983,22447,20731,22644,23135,21528,26966,24214,32911,30209,51203,44573,32276,32023,28910,16353,33734,13735,30770,12341,16598,9688,2838,3022,28,40,0,0,0,0
2020-01,6호선,2624,상수,12,0,3686,1009,5483,3139,9306,6161,16095,26140,9946,19784,7699,15471,8643,17278,10778,18834,13005,23241,12977,18791,14711,19809,18516,21164,21808,27342,31664,37052,21596,28771,19431,16114,23251,12367,24217,10854,16568,8339,2816,2652,23,28,0,2,0,0
2020-01,6호선,2625,광흥창(서강),4,0,2763,1408,6420,5015,16860,13830,25450,39646,16141,21090,12771,12912,14053,10859,15614,10939,14713,11380,13258,11269,13864,12429,16211,13410,20581,15576,33342,23548,16124,17714,10617,11444,9697,10568,7195,10460,3096,6400,434,2100,8,33,0,0,0,0
2020-01,6호선,2626,대흥(서강대앞),7,1,2233,1069,4722,3608,12830,9368,20565,34866,13557,20421,10211,13100,10925,10594,12687,14213,13619,13580,12514,12988,14084,12603,16243,14436,20801,15307,27468,22550,13877,16374,10294,10119,10514,9095,10448,9137,4253,7013,679,2004,11,22,0,0,0,0
2020-01,6호선,2627,공덕,104,0,4986,1912,8548,9465,19801,29139,29947,101117,20628,50506,18172,23868,21800,20820,22127,20598,24924,21562,24874,21554,28599,21657,32751,23374,48548,28304,88279,43598,38947,30147,29014,17512,28930,16322,23702,14998,11887,11660,1762,4932,10,347,0,6,0,0
2020-01,6호선,2628,효창공원앞,2,0,2292,618,4552,3427,13877,5917,25300,21006,14965,13423,9318,7275,9110,7582,10189,7807,10639,9460,10094,8635,10017,9565,12465,10017,14359,11857,22539,17818,11109,13850,6790,8744,5800,8410,4682,7735,2320,5742,392,2059,0,9,0,0,0,0
2020-01,6호선,2629,삼각지,0,0,1244,864,2776,4978,6507,12068,10092,25243,7575,10020,5567,6466,6925,6281,8794,7238,10457,7185,10398,6674,11891,6755,14338,7285,19913,9234,27159,12435,11963,8928,9502,6102,9449,5778,7562,6932,4001,4794,706,1278,5,23,0,0,0,0
